method,pattern,treatment_level,trial,tau_star,tau_hat,error
DCPR,Staggered,0.2,18,1.9810840277693955,1.984214689670468,0.00158027719026
MC_NNM_CV,Staggered,0.2,18,1.9810840277693955,1.9923954931367676,0.0057097352806928
CovPCA,Staggered,0.2,18,1.9810840277693955,2.218111059230227,0.1196451175913585
OLS_DID,Staggered,0.2,18,1.9810840277693955,1.9577040071751308,0.0118016299493309
SDID,Staggered,0.2,18,1.9810840277693955,2.175463476449436,0.098117720377011
SC,Staggered,0.2,18,1.9810840277693955,2.225923307502279,0.1235885385480397
RSC,Staggered,0.2,18,1.9810840277693955,2.069230389340489,0.0444940044619622
DCPR,Staggered,0.2,19,1.9810840277693955,2.028642654549304,0.0240063652592551
MC_NNM_CV,Staggered,0.2,19,1.9810840277693955,1.9905584781081955,0.0047824575868536
CovPCA,Staggered,0.2,19,1.9810840277693955,2.1904499175452194,0.10568248839579
OLS_DID,Staggered,0.2,19,1.9810840277693955,1.957309162937641,0.0120009371124573
SDID,Staggered,0.2,19,1.9810840277693955,1.990667410770968,0.0048374439787709
SC,Staggered,0.2,19,1.9810840277693955,1.957017001483377,0.0121484126612825
RSC,Staggered,0.2,19,1.9810840277693955,2.148660599295239,0.0845883209277733
DCPR,Staggered,0.2,20,1.9810840277693955,1.858084270702764,0.0620870974388315
MC_NNM_CV,Staggered,0.2,20,1.9810840277693955,1.8328537341442543,0.0748228200052881
CovPCA,Staggered,0.2,20,1.9810840277693955,2.0832702933628005,0.0515809850369961
OLS_DID,Staggered,0.2,20,1.9810840277693955,1.8337755752132083,0.074357498466155
SDID,Staggered,0.2,20,1.9810840277693955,2.006531111110102,0.0128450297836981
SC,Staggered,0.2,20,1.9810840277693955,1.967679859723931,0.0067660774896847
RSC,Staggered,0.2,20,1.9810840277693955,1.9368987142662184,0.0223036039278593
DCPR,Staggered,0.2,21,1.9810840277693955,2.1573527567334576,0.0889758972831315
MC_NNM_CV,Staggered,0.2,21,1.9810840277693955,2.103402858969289,0.0617433836653656
CovPCA,Staggered,0.2,21,1.9810840277693955,2.3879016488131395,0.2053510175950492
OLS_DID,Staggered,0.2,21,1.9810840277693955,2.146579539978648,0.08353785598665
SDID,Staggered,0.2,21,1.9810840277693955,1.370258269029761,0.3083290512555365
SC,Staggered,0.2,21,1.9810840277693955,1.6101042379524064,0.1872610069118038
RSC,Staggered,0.2,21,1.9810840277693955,1.8359285484467476,0.073270733238956
DCPR,Staggered,0.2,22,1.9810840277693955,1.7777675994114104,0.1026288766695622
MC_NNM_CV,Staggered,0.2,22,1.9810840277693955,1.837544515805016,0.0724550346943122
CovPCA,Staggered,0.2,22,1.9810840277693955,2.023465961937748,0.0213933046626359
OLS_DID,Staggered,0.2,22,1.9810840277693955,1.7609465487669391,0.1111197081581239
SDID,Staggered,0.2,22,1.9810840277693955,1.1072021282019695,0.4411129903214525
SC,Staggered,0.2,22,1.9810840277693955,1.1978103627503602,0.3953762960276669
RSC,Staggered,0.2,22,1.9810840277693955,1.9982030343764083,0.0086412319553594
DCPR,Staggered,0.2,23,1.9810840277693955,2.0460676315482647,0.0328020431581782
MC_NNM_CV,Staggered,0.2,23,1.9810840277693955,1.977272562009818,0.0019239293771243
CovPCA,Staggered,0.2,23,1.9810840277693955,2.220543082157502,0.1208727398896481
OLS_DID,Staggered,0.2,23,1.9810840277693955,2.048680461388077,0.0341209321114925
SDID,Staggered,0.2,23,1.9810840277693955,3.2801016732834505,0.6557105237866595
SC,Staggered,0.2,23,1.9810840277693955,2.304702931379931,0.1633544559818167
RSC,Staggered,0.2,23,1.9810840277693955,1.9503072610778909,0.0155353161501976
DCPR,Staggered,0.2,24,1.9810840277693955,2.21934766113299,0.1202693222618467
MC_NNM_CV,Staggered,0.2,24,1.9810840277693955,1.9634116153325285,0.0089205769109981
CovPCA,Staggered,0.2,24,1.9810840277693955,2.30302260091549,0.1625062686051646
OLS_DID,Staggered,0.2,24,1.9810840277693955,2.2281670540145915,0.1247211237795903
SDID,Staggered,0.2,24,1.9810840277693955,4.172001002476527,1.1059182467762352
SC,Staggered,0.2,24,1.9810840277693955,2.6692909296069995,0.3473890517468317
RSC,Staggered,0.2,24,1.9810840277693955,1.952876231952407,0.0142385660686735
DCPR,Staggered,0.2,25,1.9810840277693955,1.8643537523291915,0.0589224251995189
MC_NNM_CV,Staggered,0.2,25,1.9810840277693955,1.9015805431325687,0.0401313036309435
CovPCA,Staggered,0.2,25,1.9810840277693955,2.1354921593059637,0.0779412328665453
OLS_DID,Staggered,0.2,25,1.9810840277693955,1.8734175373101445,0.0543472608683227
SDID,Staggered,0.2,25,1.9810840277693955,1.9283707636611205,0.0266082929191183
SC,Staggered,0.2,25,1.9810840277693955,2.012954821722412,0.0160875528277827
RSC,Staggered,0.2,25,1.9810840277693955,2.1772826414474817,0.09903598783692
DCPR,Staggered,0.2,26,1.9810840277693955,2.2169617606731578,0.1190649813927122
MC_NNM_CV,Staggered,0.2,26,1.9810840277693955,2.126206268248979,0.0732539551303051
CovPCA,Staggered,0.2,26,1.9810840277693955,2.390644229223116,0.2067354012817241
OLS_DID,Staggered,0.2,26,1.9810840277693955,2.1762204931348914,0.0984998428285802
SDID,Staggered,0.2,26,1.9810840277693955,1.938571345946844,0.0214593026982396
SC,Staggered,0.2,26,1.9810840277693955,2.376878279446978,0.1997867057275848
RSC,Staggered,0.2,26,1.9810840277693955,2.1423515044948744,0.0814036529823818
DCPR,Staggered,0.2,27,1.9810840277693955,2.0457439432298585,0.0326386536634022
MC_NNM_CV,Staggered,0.2,27,1.9810840277693955,1.9738344044707132,0.003659422415739
CovPCA,Staggered,0.2,27,1.9810840277693955,2.4532559590848475,0.2383401838068903
OLS_DID,Staggered,0.2,27,1.9810840277693955,2.109855729487168,0.0650006258759064
SDID,Staggered,0.2,27,1.9810840277693955,2.3089907018590035,0.1655188116673754
SC,Staggered,0.2,27,1.9810840277693955,2.618227851832605,0.3216137302265786
RSC,Staggered,0.2,27,1.9810840277693955,1.9087100909097792,0.0365324922341157
DCPR,Staggered,0.2,28,1.9810840277693955,2.32395807935469,0.1730739568736791
MC_NNM_CV,Staggered,0.2,28,1.9810840277693955,2.024850558211789,0.0220922130656278
CovPCA,Staggered,0.2,28,1.9810840277693955,2.304146043183309,0.1630733532174635
OLS_DID,Staggered,0.2,28,1.9810840277693955,2.258337434421019,0.1399503518100632
SDID,Staggered,0.2,28,1.9810840277693955,4.07293974532399,1.0559146852089474
SC,Staggered,0.2,28,1.9810840277693955,2.990545113737449,0.5095498584704949
RSC,Staggered,0.2,28,1.9810840277693955,1.8657053193588669,0.0582401891051735
DCPR,Staggered,0.2,29,1.9810840277693955,2.274688207168009,0.1482037991741309
MC_NNM_CV,Staggered,0.2,29,1.9810840277693955,2.068501499501156,0.0441260797151489
CovPCA,Staggered,0.2,29,1.9810840277693955,2.309152397641604,0.1656004315180906
OLS_DID,Staggered,0.2,29,1.9810840277693955,2.1767315497145163,0.0987578109775639
SDID,Staggered,0.2,29,1.9810840277693955,2.049041896812134,0.0343033753693202
SC,Staggered,0.2,29,1.9810840277693955,1.6424238001951734,0.1709469274534189
RSC,Staggered,0.2,29,1.9810840277693955,1.9863830269920684,0.0026747978119027
DCPR,Staggered,0.2,30,1.9810840277693955,2.0163873893405717,0.0178202242188211
MC_NNM_CV,Staggered,0.2,30,1.9810840277693955,1.9689052082536933,0.0061475532309524
CovPCA,Staggered,0.2,30,1.9810840277693955,2.1486596311057715,0.084587832210761
OLS_DID,Staggered,0.2,30,1.9810840277693955,1.9867632465436231,0.002866722811663
SDID,Staggered,0.2,30,1.9810840277693955,2.0728326229861653,0.0463123188772939
SC,Staggered,0.2,30,1.9810840277693955,1.885200413853288,0.0483995694135537
RSC,Staggered,0.2,30,1.9810840277693955,2.0615772680395152,0.0406309066863516
DCPR,Staggered,0.2,31,1.9810840277693955,2.0021079139214333,0.0106123141963391
MC_NNM_CV,Staggered,0.2,31,1.9810840277693955,1.938398890167105,0.0215463539173306
CovPCA,Staggered,0.2,31,1.9810840277693955,2.1552715424596425,0.0879253541236077
OLS_DID,Staggered,0.2,31,1.9810840277693955,1.9781451180212115,0.0014834856608746
SDID,Staggered,0.2,31,1.9810840277693955,1.805324310475032,0.0887189613518113
SC,Staggered,0.2,31,1.9810840277693955,1.965132587207473,0.0080518748010314
RSC,Staggered,0.2,31,1.9810840277693955,1.879417569209151,0.051318599885294
DCPR,Staggered,0.2,32,1.9810840277693955,2.010532907438997,0.0148650331115735
MC_NNM_CV,Staggered,0.2,32,1.9810840277693955,1.9710893341304283,0.0050450629548614
CovPCA,Staggered,0.2,32,1.9810840277693955,2.0172855491216817,0.0182735920560863
OLS_DID,Staggered,0.2,32,1.9810840277693955,1.966845179915212,0.0071874022780425
SDID,Staggered,0.2,32,1.9810840277693955,1.9260373357559215,0.0277861469992534
SC,Staggered,0.2,32,1.9810840277693955,1.7612453677673905,0.110968872052102
RSC,Staggered,0.2,32,1.9810840277693955,1.9367488301949656,0.0223792615320556
DCPR,Staggered,0.2,33,1.9810840277693955,2.0720230286482826,0.0459036565860763
MC_NNM_CV,Staggered,0.2,33,1.9810840277693955,2.0906359825842675,0.05529899452989
CovPCA,Staggered,0.2,33,1.9810840277693955,2.279005840515524,0.1503832288636307
OLS_DID,Staggered,0.2,33,1.9810840277693955,2.0492312132292154,0.0343989374022416
SDID,Staggered,0.2,33,1.9810840277693955,1.6619254332854716,0.1611030072476435
SC,Staggered,0.2,33,1.9810840277693955,2.001496597108832,0.0103037372737896
RSC,Staggered,0.2,33,1.9810840277693955,2.0710706557047485,0.0454229233459994
DCPR,Staggered,0.2,34,1.9810840277693955,1.99694036509244,0.0080038691447623
MC_NNM_CV,Staggered,0.2,34,1.9810840277693955,1.9752650157346567,0.0029372868354758
CovPCA,Staggered,0.2,34,1.9810840277693955,2.037758577682144,0.0286078475815895
OLS_DID,Staggered,0.2,34,1.9810840277693955,1.9209095296342884,0.0303745309596284
SDID,Staggered,0.2,34,1.9810840277693955,1.8040825598914,0.0893457649432925
SC,Staggered,0.2,34,1.9810840277693955,1.7656146928229317,0.1087633497247825
RSC,Staggered,0.2,34,1.9810840277693955,2.0372315025898224,0.0283417937015253
DCPR,Staggered,0.2,35,1.9810840277693955,1.8543090465633725,0.0639927329830453
MC_NNM_CV,Staggered,0.2,35,1.9810840277693955,1.924165920682189,0.0287307889465411
CovPCA,Staggered,0.2,35,1.9810840277693955,2.0072367059562053,0.0132011958201776
OLS_DID,Staggered,0.2,35,1.9810840277693955,1.8252783376941653,0.0786466842856027
SDID,Staggered,0.2,35,1.9810840277693955,1.270615545102752,0.3586261222178427
SC,Staggered,0.2,35,1.9810840277693955,1.7061186412681284,0.1387954183906397
RSC,Staggered,0.2,35,1.9810840277693955,1.9113426848676272,0.0352036268649813
DCPR,Staggered,0.2,36,1.9810840277693955,2.24424736796884,0.1328380505372878
MC_NNM_CV,Staggered,0.2,36,1.9810840277693955,2.117448205937336,0.0688331116986896
CovPCA,Staggered,0.2,36,1.9810840277693955,2.4068753768574034,0.2149284649815831
OLS_DID,Staggered,0.2,36,1.9810840277693955,2.214262402743735,0.1177024152967843
SDID,Staggered,0.2,36,1.9810840277693955,2.6492146388401734,0.3372550592026431
SC,Staggered,0.2,36,1.9810840277693955,1.7990628670015605,0.0918795761393229
RSC,Staggered,0.2,36,1.9810840277693955,2.089278116816423,0.0546135789953589
DCPR,Staggered,0.2,37,1.9810840277693955,2.085581124201956,0.0527474327023973
MC_NNM_CV,Staggered,0.2,37,1.9810840277693955,1.9743105454610184,0.0034190787535668
CovPCA,Staggered,0.2,37,1.9810840277693955,2.222520738542655,0.1218710097042706
OLS_DID,Staggered,0.2,37,1.9810840277693955,2.043025483968896,0.0312664457091423
SDID,Staggered,0.2,37,1.9810840277693955,2.472922762757986,0.2482674778527074
SC,Staggered,0.2,37,1.9810840277693955,2.3441764411316903,0.1832796631908236
RSC,Staggered,0.2,37,1.9810840277693955,2.069451209855752,0.0446054689491658
DCPR,Staggered,0.2,38,1.9810840277693955,2.039202238151663,0.0293365700634645
MC_NNM_CV,Staggered,0.2,38,1.9810840277693955,1.979788505295482,0.0006539462515237
CovPCA,Staggered,0.2,38,1.9810840277693955,2.1352491821350696,0.077818584272398
OLS_DID,Staggered,0.2,38,1.9810840277693955,2.002770392205592,0.0109467161070469
SDID,Staggered,0.2,38,1.9810840277693955,2.2653195708473817,0.1434747537680276
SC,Staggered,0.2,38,1.9810840277693955,2.2762029852275494,0.1489684199768365
RSC,Staggered,0.2,38,1.9810840277693955,2.062848459812509,0.0412725714290759
DCPR,Staggered,0.2,39,1.9810840277693955,2.005082312687648,0.0121137137960138
MC_NNM_CV,Staggered,0.2,39,1.9810840277693955,1.954389280626222,0.0134748182151719
CovPCA,Staggered,0.2,39,1.9810840277693955,2.123949593726471,0.0721148441734375
OLS_DID,Staggered,0.2,39,1.9810840277693955,1.9905349404746828,0.0047705763979778
SDID,Staggered,0.2,39,1.9810840277693955,2.010903599389747,0.0150521488247659
SC,Staggered,0.2,39,1.9810840277693955,2.35321628880931,0.1878427445901513
RSC,Staggered,0.2,39,1.9810840277693955,1.9990398355989647,0.0090636275785771
DCPR,Staggered,0.2,40,1.9810840277693955,1.8999495457404996,0.0409545889480768
MC_NNM_CV,Staggered,0.2,40,1.9810840277693955,1.9493735121767768,0.0160066484551507
CovPCA,Staggered,0.2,40,1.9810840277693955,2.243266683717898,0.1323430264811673
OLS_DID,Staggered,0.2,40,1.9810840277693955,1.9006508739973755,0.0406005765755346
SDID,Staggered,0.2,40,1.9810840277693955,1.6640234315182765,0.1600439919795395
SC,Staggered,0.2,40,1.9810840277693955,1.5501205774141045,0.2175392079863138
RSC,Staggered,0.2,40,1.9810840277693955,2.0204634903108647,0.0198777346086671
DCPR,Staggered,0.2,41,1.9810840277693955,1.7963053608410855,0.0932714939589722
MC_NNM_CV,Staggered,0.2,41,1.9810840277693955,1.8184999242911235,0.0820682521282722
CovPCA,Staggered,0.2,41,1.9810840277693955,2.015269460839651,0.0172559228135046
OLS_DID,Staggered,0.2,41,1.9810840277693955,1.7974003223260735,0.0927187857095292
SDID,Staggered,0.2,41,1.9810840277693955,1.7339654010361425,0.1247390939855775
SC,Staggered,0.2,41,1.9810840277693955,1.759861971158074,0.111667174895356
RSC,Staggered,0.2,41,1.9810840277693955,1.8528714546500336,0.0647183922146516
DCPR,Staggered,0.2,42,1.9810840277693955,2.0606237188060845,0.0401495796855457
MC_NNM_CV,Staggered,0.2,42,1.9810840277693955,2.022521938651344,0.0209167861136136
CovPCA,Staggered,0.2,42,1.9810840277693955,2.19137605887629,0.1061499805960645
OLS_DID,Staggered,0.2,42,1.9810840277693955,2.0361842358261057,0.0278131605143223
SDID,Staggered,0.2,42,1.9810840277693955,2.964767419325449,0.4965379447653383
SC,Staggered,0.2,42,1.9810840277693955,2.1777793000539227,0.0992866882612732
RSC,Staggered,0.2,42,1.9810840277693955,2.1186428880678445,0.0694361563519008
DCPR,Staggered,0.2,43,1.9810840277693955,1.9492122129389624,0.0160880681403096
MC_NNM_CV,Staggered,0.2,43,1.9810840277693955,1.9218607556283929,0.0298943766699714
CovPCA,Staggered,0.2,43,1.9810840277693955,2.052690883701226,0.0361452896132107
OLS_DID,Staggered,0.2,43,1.9810840277693955,1.905204192616762,0.0383021790539951
SDID,Staggered,0.2,43,1.9810840277693955,1.5126326685756997,0.236462135188253
SC,Staggered,0.2,43,1.9810840277693955,2.190591210570618,0.1057538094621445
RSC,Staggered,0.2,43,1.9810840277693955,1.9121763130503544,0.0347828329102362
DCPR,Staggered,0.2,44,1.9810840277693955,1.8565926560714088,0.0628400259418361
MC_NNM_CV,Staggered,0.2,44,1.9810840277693955,1.9451996616634384,0.0181135002871943
CovPCA,Staggered,0.2,44,1.9810840277693955,2.1484817843386206,0.0844980597605983
OLS_DID,Staggered,0.2,44,1.9810840277693955,1.8499930226893244,0.0661713502519491
SDID,Staggered,0.2,44,1.9810840277693955,0.082082881040814,0.9585666837497876
SC,Staggered,0.2,44,1.9810840277693955,1.6652589169508774,0.1594203508743249
RSC,Staggered,0.2,44,1.9810840277693955,1.6745581623738437,0.1547263321993892
DCPR,Staggered,0.2,45,1.9810840277693955,1.9256995143167013,0.027956670528031
MC_NNM_CV,Staggered,0.2,45,1.9810840277693955,1.8958534300433112,0.0430222022546159
CovPCA,Staggered,0.2,45,1.9810840277693955,2.014189035475071,0.0167105520218393
OLS_DID,Staggered,0.2,45,1.9810840277693955,1.8718590441723828,0.0551339479123429
SDID,Staggered,0.2,45,1.9810840277693955,2.167048262368424,0.0938699378685191
SC,Staggered,0.2,45,1.9810840277693955,1.70865128914858,0.1375170032174562
RSC,Staggered,0.2,45,1.9810840277693955,2.0284788173571258,0.0239236644803475
DCPR,Staggered,0.2,46,1.9810840277693955,1.7987264296033234,0.0920494010399941
MC_NNM_CV,Staggered,0.2,46,1.9810840277693955,1.7451186597485993,0.1191092173341489
CovPCA,Staggered,0.2,46,1.9810840277693955,1.978429343393996,0.001340016040808
OLS_DID,Staggered,0.2,46,1.9810840277693955,1.7630714409334023,0.1100471175276014
SDID,Staggered,0.2,46,1.9810840277693955,1.7525762039795156,0.1153448418072243
SC,Staggered,0.2,46,1.9810840277693955,1.6914883915969718,0.1461803901869292
RSC,Staggered,0.2,46,1.9810840277693955,1.894969463904782,0.0434684055080561
DCPR,Staggered,0.2,47,1.9810840277693955,2.004821097948844,0.0119818593490834
MC_NNM_CV,Staggered,0.2,47,1.9810840277693955,2.016613305258976,0.0179342607337987
CovPCA,Staggered,0.2,47,1.9810840277693955,2.366592546490809,0.1945947336496764
OLS_DID,Staggered,0.2,47,1.9810840277693955,2.028116459281211,0.0237407554917153
SDID,Staggered,0.2,47,1.9810840277693955,1.6880740936979342,0.1479038394960844
SC,Staggered,0.2,47,1.9810840277693955,1.8072788919015497,0.0877323391797477
RSC,Staggered,0.2,47,1.9810840277693955,2.042626559104198,0.031065078750898
DCPR,Staggered,0.2,48,1.9810840277693955,1.965060805039129,0.0080881085838179
MC_NNM_CV,Staggered,0.2,48,1.9810840277693955,2.0605955619577068,0.0401353668364272
CovPCA,Staggered,0.2,48,1.9810840277693955,2.437930466731578,0.2306042714788679
OLS_DID,Staggered,0.2,48,1.9810840277693955,1.9785905324298745,0.0012586519827372
SDID,Staggered,0.2,48,1.9810840277693955,-0.2690296875422256,1.1357992310124978
SC,Staggered,0.2,48,1.9810840277693955,1.300895748093098,0.3433414585862652
RSC,Staggered,0.2,48,1.9810840277693955,2.0829906291170843,0.051439817755954
DCPR,Staggered,0.2,49,1.9810840277693955,2.0907914591154286,0.0553774750632655
MC_NNM_CV,Staggered,0.2,49,1.9810840277693955,2.0041849754484224,0.0116607611566268
CovPCA,Staggered,0.2,49,1.9810840277693955,2.1751949381566957,0.0979821691893904
OLS_DID,Staggered,0.2,49,1.9810840277693955,2.0368625751278464,0.0281555686566485
SDID,Staggered,0.2,49,1.9810840277693955,2.2374102319842013,0.1293868410535907
SC,Staggered,0.2,49,1.9810840277693955,1.976088050618995,0.0025218401038876
RSC,Staggered,0.2,49,1.9810840277693955,2.0397720697142097,0.0296242063043102
DCPR,Staggered,0.2,50,1.9810840277693955,2.071070835925036,0.0454230143165411
MC_NNM_CV,Staggered,0.2,50,1.9810840277693955,2.027299167267313,0.0233282076126544
CovPCA,Staggered,0.2,50,1.9810840277693955,2.333410602313799,0.1778453460861558
OLS_DID,Staggered,0.2,50,1.9810840277693955,2.076364512014566,0.0480951251484532
SDID,Staggered,0.2,50,1.9810840277693955,2.105656137499012,0.0628807804128726
SC,Staggered,0.2,50,1.9810840277693955,2.350802573691309,0.186624363600669
RSC,Staggered,0.2,50,1.9810840277693955,1.914347012220492,0.0336871200885133
DCPR,Staggered,0.2,51,1.9810840277693955,2.095454557413956,0.0577312865286872
MC_NNM_CV,Staggered,0.2,51,1.9810840277693955,2.1605049492900115,0.0905670425916438
CovPCA,Staggered,0.2,51,1.9810840277693955,2.4972068710840243,0.2605254679155423
OLS_DID,Staggered,0.2,51,1.9810840277693955,2.104313189309966,0.0622028948864529
SDID,Staggered,0.2,51,1.9810840277693955,1.872790897388576,0.0546635725001287
SC,Staggered,0.2,51,1.9810840277693955,1.3987176952308045,0.2939634686744242
RSC,Staggered,0.2,51,1.9810840277693955,1.9206878170100632,0.0304864457603725
DCPR,Staggered,0.2,52,1.9810840277693955,2.006068049394056,0.0126112882010317
MC_NNM_CV,Staggered,0.2,52,1.9810840277693955,1.959382373492139,0.0109544340235236
CovPCA,Staggered,0.2,52,1.9810840277693955,2.1562561576198847,0.0884223624011166
OLS_DID,Staggered,0.2,52,1.9810840277693955,1.9658067493317688,0.0077115751898863
SDID,Staggered,0.2,52,1.9810840277693955,1.990384783338483,0.0046947809576556
SC,Staggered,0.2,52,1.9810840277693955,2.294097924855241,0.1580013228607391
RSC,Staggered,0.2,52,1.9810840277693955,2.166065060545327,0.0933736430070619
DCPR,Staggered,0.2,53,1.9810840277693955,2.0699991976418186,0.0448820790163744
MC_NNM_CV,Staggered,0.2,53,1.9810840277693955,2.0457322204492505,0.0326327363068218
CovPCA,Staggered,0.2,53,1.9810840277693955,2.199720243786132,0.1103619094152762
OLS_DID,Staggered,0.2,53,1.9810840277693955,2.0480197162750917,0.0337874050607849
SDID,Staggered,0.2,53,1.9810840277693955,1.501483509134519,0.2420899426335205
SC,Staggered,0.2,53,1.9810840277693955,1.724795261077848,0.1293679435597267
RSC,Staggered,0.2,53,1.9810840277693955,2.025517225443348,0.022428729448686
DCPR,Staggered,0.2,54,1.9810840277693955,2.2183474361051383,0.1197644345267323
MC_NNM_CV,Staggered,0.2,54,1.9810840277693955,2.136438875219774,0.0784191105842697
CovPCA,Staggered,0.2,54,1.9810840277693955,2.3493538610585856,0.1858930909174227
OLS_DID,Staggered,0.2,54,1.9810840277693955,2.124339097441837,0.0723114555790648
SDID,Staggered,0.2,54,1.9810840277693955,-1.934009343151007,1.976237916232462
SC,Staggered,0.2,54,1.9810840277693955,1.5162750323020655,0.2346235641456773
RSC,Staggered,0.2,54,1.9810840277693955,2.1648574255335737,0.0927640600742707
DCPR,Staggered,0.2,55,1.9810840277693955,2.0142234911022374,0.0167279443316473
MC_NNM_CV,Staggered,0.2,55,1.9810840277693955,1.963900618256153,0.0086737408774074
CovPCA,Staggered,0.2,55,1.9810840277693955,2.235579556528436,0.1284627634122064
OLS_DID,Staggered,0.2,55,1.9810840277693955,1.997939582793748,0.0085082484074796
SDID,Staggered,0.2,55,1.9810840277693955,1.640439075086574,0.1719487653768886
SC,Staggered,0.2,55,1.9810840277693955,1.9107347736497515,0.0355104847313587
RSC,Staggered,0.2,55,1.9810840277693955,2.345463811808457,0.1839294946258971
DCPR,Staggered,0.2,56,1.9810840277693955,2.0926931013508616,0.0563373749003129
MC_NNM_CV,Staggered,0.2,56,1.9810840277693955,2.081104671659863,0.0504878351894473
CovPCA,Staggered,0.2,56,1.9810840277693955,2.4139178619917407,0.2184833294071304
OLS_DID,Staggered,0.2,56,1.9810840277693955,2.118860016813616,0.0695457573293091
SDID,Staggered,0.2,56,1.9810840277693955,1.1672060223350615,0.4108245758513943
SC,Staggered,0.2,56,1.9810840277693955,2.083983413366417,0.0519409495784393
RSC,Staggered,0.2,56,1.9810840277693955,2.099661318350398,0.0598547506914761
DCPR,Staggered,0.2,57,1.9810840277693955,2.2434046718108105,0.1324126793030458
MC_NNM_CV,Staggered,0.2,57,1.9810840277693955,2.135844592515462,0.0781191320391996
CovPCA,Staggered,0.2,57,1.9810840277693955,2.4596917230314905,0.2415887910625297
OLS_DID,Staggered,0.2,57,1.9810840277693955,2.2240661414955007,0.1226510891613676
SDID,Staggered,0.2,57,1.9810840277693955,1.958258378030017,0.0115217978740048
SC,Staggered,0.2,57,1.9810840277693955,2.083647637596671,0.0517714586507253
RSC,Staggered,0.2,57,1.9810840277693955,1.894885729752712,0.0435106723432314
DCPR,Staggered,0.2,58,1.9810840277693955,2.0710308086702245,0.0454028095931422
MC_NNM_CV,Staggered,0.2,58,1.9810840277693955,2.0811944329483376,0.0505331443672592
CovPCA,Staggered,0.2,58,1.9810840277693955,2.184367866253341,0.1026124261436974
OLS_DID,Staggered,0.2,58,1.9810840277693955,2.0038183346316027,0.011475690351108
SDID,Staggered,0.2,58,1.9810840277693955,1.7814893478381857,0.1007502342825628
SC,Staggered,0.2,58,1.9810840277693955,1.906679835915765,0.0375573124666527
RSC,Staggered,0.2,58,1.9810840277693955,2.1130292654208445,0.0666025447693973
DCPR,Staggered,0.2,59,1.9810840277693955,2.146571568740783,0.0835338323118574
MC_NNM_CV,Staggered,0.2,59,1.9810840277693955,2.0159908333012497,0.0176200529823855
CovPCA,Staggered,0.2,59,1.9810840277693955,1.9844125816979377,0.001680167969599
OLS_DID,Staggered,0.2,59,1.9810840277693955,2.072287255670335,0.0460370315557134
SDID,Staggered,0.2,59,1.9810840277693955,2.327861313493956,0.1750442085563706
SC,Staggered,0.2,59,1.9810840277693955,2.136789699960137,0.0785961978432881
RSC,Staggered,0.2,59,1.9810840277693955,1.911470516302739,0.0351391008613792
DCPR,Staggered,0.2,60,1.9810840277693955,1.997153256254186,0.0081113310993092
MC_NNM_CV,Staggered,0.2,60,1.9810840277693955,1.9478265326820023,0.0167875237098544
CovPCA,Staggered,0.2,60,1.9810840277693955,2.132192110515021,0.0762754535534596
OLS_DID,Staggered,0.2,60,1.9810840277693955,1.9507562282682789,0.0153086891196958
SDID,Staggered,0.2,60,1.9810840277693955,3.5392091289460854,0.7865012686670658
SC,Staggered,0.2,60,1.9810840277693955,2.381135226993365,0.2019355027935932
RSC,Staggered,0.2,60,1.9810840277693955,2.039462180046937,0.0294677820118879
DCPR,Staggered,0.2,61,1.9810840277693955,2.103051834931895,0.0615661958063583
MC_NNM_CV,Staggered,0.2,61,1.9810840277693955,1.982670750985388,0.0008009368576752
CovPCA,Staggered,0.2,61,1.9810840277693955,2.115790713174066,0.0679964522031627
OLS_DID,Staggered,0.2,61,1.9810840277693955,2.035081828057877,0.027256693573609
SDID,Staggered,0.2,61,1.9810840277693955,2.0590778401141234,0.0393692600876427
SC,Staggered,0.2,61,1.9810840277693955,1.8356359400642943,0.0734184343855765
RSC,Staggered,0.2,61,1.9810840277693955,2.064576476463674,0.0421448295599491
DCPR,Staggered,0.2,62,1.9810840277693955,2.078452520879904,0.0491490980421163
MC_NNM_CV,Staggered,0.2,62,1.9810840277693955,2.0218793558450177,0.0205924269257553
CovPCA,Staggered,0.2,62,1.9810840277693955,2.1398908674005863,0.0801615869923497
OLS_DID,Staggered,0.2,62,1.9810840277693955,2.038189065550568,0.0288251467281124
SDID,Staggered,0.2,62,1.9810840277693955,2.460785894419744,0.2421411004915676
SC,Staggered,0.2,62,1.9810840277693955,2.118385020061964,0.0693059912492268
RSC,Staggered,0.2,62,1.9810840277693955,2.120061710038087,0.070152341001494
DCPR,Staggered,0.2,63,1.9810840277693955,2.034490066809355,0.0269579877942341
MC_NNM_CV,Staggered,0.2,63,1.9810840277693955,2.050324570049608,0.0349508356584823
CovPCA,Staggered,0.2,63,1.9810840277693955,2.2823790787089244,0.1520859522949023
OLS_DID,Staggered,0.2,63,1.9810840277693955,1.984463595143635,0.0017059182381297
SDID,Staggered,0.2,63,1.9810840277693955,1.0525468422023607,0.4687015656839768
SC,Staggered,0.2,63,1.9810840277693955,1.7163426115806455,0.1336346224984892
RSC,Staggered,0.2,63,1.9810840277693955,2.181071542676072,0.1009485272221657
DCPR,Staggered,0.2,64,1.9810840277693955,1.9173405586714976,0.0321760552325838
MC_NNM_CV,Staggered,0.2,64,1.9810840277693955,1.9701611315101364,0.005513595640644
