PRODUCT_ID,DAY,SALES_VALUE,RETAIL_DISC,PROMO
846550,508,1.5,-0.79,1
846554,82,3.89,-3.89,1
846556,170,1.99,0.0,0
846638,586,1.59,0.0,0
846652,111,1.79,0.0,0
846652,641,3.58,0.0,0
846656,459,1.09,-0.7,1
846656,488,1.19,-0.6,1
846656,691,1.39,-0.4,1
846689,256,14.99,0.0,0
846695,216,1.94,0.0,0
846725,547,5.49,0.0,0
846735,452,1.39,-0.1,1
846735,634,1.39,-0.1,1
846743,186,1.0,-1.19,1
846743,377,1.29,-0.9,1
846754,118,3.99,-1.0,1
846761,373,2.99,0.0,0
846761,559,2.99,0.0,0
846764,165,2.59,0.0,0
846764,187,1.0,-1.59,1
846764,228,2.19,-0.4,1
846764,344,2.0,-0.59,1
846764,496,1.67,-0.92,1
846767,347,0.69,0.0,0
846767,384,0.78,-0.6,1
846767,602,0.66,-0.72,1
846823,103,2.5,-0.49,1
846823,111,5.0,-0.98,1
846823,116,5.48,-0.5,1
846823,119,2.5,-0.49,1
846823,152,2.5,-0.49,1
846823,187,2.5,-0.49,1
846823,230,2.99,0.0,0
846823,380,2.5,-0.49,1
846823,468,5.0,-0.98,1
846823,529,2.5,-0.49,1
846830,78,1.88,-1.11,1
846830,277,1.89,0.0,0
846831,622,1.79,0.0,0
846833,295,1.99,-1.2,1
846833,501,4.0,-2.38,1
846833,630,3.19,0.0,0
846892,412,7.99,0.0,0
846907,15,0.79,0.0,0
846907,53,1.18,-0.4,1
846907,59,1.18,-0.4,1
846907,94,0.59,-0.2,1
846907,106,0.59,-0.2,1
846907,151,0.59,-0.2,1
846907,244,0.6,-0.19,1
846907,297,0.6,-0.19,1
846907,313,0.5,-0.29,1
846907,409,1.2,-0.38,1
846907,423,0.6,-0.19,1
846907,438,0.79,0.0,0
846907,494,0.6,-0.19,1
846907,524,1.2,-0.38,1
846907,547,0.6,-0.19,1
846907,610,0.5,-0.29,1
846907,615,0.6,-0.19,1
846907,620,1.2,-0.38,1
846907,651,0.5,-0.29,1
846907,659,1.2,-0.38,1
846907,670,0.6,-0.19,1
846907,691,0.6,-0.19,1
846907,697,0.5,-0.29,1
846907,704,0.6,-0.19,1
846946,312,5.99,-1.0,1
846946,319,5.99,-1.0,1
846986,391,3.49,0.0,0
846986,413,3.99,0.0,0
847001,122,3.54,0.0,0
847011,175,2.29,0.0,0
847011,535,2.29,0.0,0
847015,105,2.89,0.0,0
847015,195,2.89,0.0,0
847023,519,2.27,0.0,0
847025,48,1.5,-0.19,1
847025,74,1.5,-0.19,1
847025,89,1.01,-0.68,1
847025,91,1.0,-0.69,1
847025,140,1.69,0.0,0
847025,217,1.0,-0.69,1
847025,253,1.34,-0.35,1
847049,158,1.5,-0.29,1
847049,216,1.5,-0.29,1
847049,308,1.5,-0.29,1
847049,511,1.5,-0.39,1
847071,607,1.79,0.0,0
847071,609,3.58,0.0,0
847071,663,1.79,0.0,0
847071,684,1.79,0.0,0
847139,475,3.99,0.0,0
847139,552,2.0,-1.99,1
847139,554,4.0,-3.98,1
847139,648,3.0,-0.99,1
847156,200,3.69,0.0,0
847173,499,2.5,-1.49,1
847207,71,2.69,-1.3,1
847207,81,2.69,-1.3,1
847207,89,5.38,-2.6,1
847207,117,2.69,-1.3,1
847207,154,2.69,-1.3,1
847207,188,5.0,-2.98,1
847207,213,5.38,-2.6,1
847207,284,6.0,-5.97,1
847207,403,2.5,-1.49,1
847207,500,3.99,0.0,0
847207,520,2.89,-1.1,1
847207,610,3.5,-0.79,1
847207,684,3.29,-1.0,1
847219,325,2.5,0.0,0
847219,435,0.8,0.0,0
847239,173,3.19,0.0,0
847239,174,2.5,-0.69,1
847239,214,1.99,-1.2,1
847239,285,2.0,-1.19,1
847239,440,7.98,0.0,0
847239,441,7.98,0.0,0
847239,446,3.99,0.0,0
847241,270,2.99,0.0,0
847260,604,1.79,-0.4,1
847260,640,1.79,-0.4,1
847270,42,0.5,0.0,0
847270,59,0.5,0.0,0
847270,67,1.0,0.0,0
847270,70,1.0,0.0,0
847270,74,0.5,0.0,0
847270,84,13.0,0.0,0
847270,89,1.5,0.0,0
847270,94,1.0,0.0,0
847270,95,1.0,0.0,0
847270,103,1.2,0.0,0
847270,110,1.2,0.0,0
847270,130,3.0,0.0,0
847270,139,0.6,0.0,0
847270,146,0.6,0.0,0
847270,152,1.2,0.0,0
847270,153,1.8,0.0,0
847270,166,1.2,0.0,0
847270,170,1.8,0.0,0
847270,187,0.6,0.0,0
847270,190,1.2,0.0,0
847270,211,0.6,0.0,0
847270,239,1.2,0.0,0
847270,259,1.5,0.0,0
847270,262,0.75,0.0,0
847270,273,2.25,0.0,0
847270,275,3.0,0.0,0
847270,296,3.0,0.0,0
847270,298,1.5,0.0,0
847270,338,0.75,0.0,0
847270,344,0.75,0.0,0
847270,360,0.67,-0.83,1
847270,364,0.75,0.0,0
847270,378,0.59,0.0,0
847270,380,1.18,0.0,0
847270,385,0.59,0.0,0
847270,386,2.95,0.0,0
847270,403,0.59,0.0,0
847270,413,5.31,0.0,0
847270,417,0.59,0.0,0
847270,420,1.77,0.0,0
847270,433,0.59,0.0,0
847270,445,1.18,0.0,0
847270,449,1.18,0.0,0
847270,477,1.18,0.0,0
847270,480,0.59,0.0,0
847270,482,0.59,0.0,0
847270,484,0.59,0.0,0
847270,488,0.59,0.0,0
847270,491,1.18,0.0,0
847270,492,1.18,0.0,0
847270,493,1.18,0.0,0
847270,506,0.59,0.0,0
847270,525,2.0,0.0,0
847270,544,0.67,0.0,0
847270,555,1.34,0.0,0
847270,567,2.0,0.0,0
847270,575,2.67,0.0,0
847270,582,1.34,0.0,0
847270,585,2.0,0.0,0
847270,596,0.67,0.0,0
847270,604,2.68,0.0,0
847270,614,1.34,0.0,0
847270,630,0.67,0.0,0
847270,640,0.67,0.0,0
847270,641,1.34,0.0,0
847270,647,1.0,-0.34,1
847270,648,0.5,-0.17,1
847270,655,1.34,0.0,0
847270,663,2.67,0.0,0
847270,667,1.0,0.0,0
847270,685,0.79,0.0,0
847270,691,1.58,0.0,0
847270,693,0.79,0.0,0
847270,698,1.58,0.0,0
847270,701,0.79,0.0,0
847270,705,0.79,0.0,0
847270,711,0.59,-0.2,1
847292,172,10.99,0.0,0
847292,173,10.99,0.0,0
847292,174,10.99,0.0,0
847292,175,10.99,0.0,0
847292,176,21.98,0.0,0
847292,178,21.98,0.0,0
847292,179,21.98,0.0,0
847292,181,21.98,0.0,0
847292,182,21.98,0.0,0
847292,183,21.98,0.0,0
847292,184,21.98,0.0,0
847292,185,21.98,0.0,0
847292,190,21.98,0.0,0
847292,191,21.98,0.0,0
847292,192,21.98,0.0,0
847292,237,8.99,0.0,0
847292,285,8.99,0.0,0
847292,316,8.99,0.0,0
847314,132,3.99,0.0,0
847344,236,2.58,0.0,0
847344,243,2.58,0.0,0
847344,340,1.49,0.0,0
847344,407,1.49,0.0,0
847344,418,1.49,0.0,0
847344,556,1.0,-0.49,1
847344,655,1.49,0.0,0
847344,691,2.98,0.0,0
847374,109,6.49,0.0,0
847374,449,5.99,0.0,0
847374,510,6.49,0.0,0
847374,511,6.49,0.0,0
847434,577,33.98,0.0,0
847505,360,4.99,0.0,0
847521,93,0.79,-0.1,1
847521,148,0.89,0.0,0
847521,406,1.78,0.0,0
847540,85,1.89,-0.4,1
847573,32,6.66,-1.67,1
847573,48,6.18,-1.55,1
847573,142,7.75,-5.18,1
847573,403,6.24,0.0,0
847573,491,5.23,-3.5,1
847573,560,5.19,0.0,0
847573,663,4.1,-2.74,1
847573,701,11.89,-2.98,1
847603,294,2.99,0.0,0
847614,229,2.69,0.0,0
847634,457,1.99,0.0,0
847669,315,1.67,-0.82,1
847677,546,3.09,0.0,0
847693,555,3.49,0.0,0
847703,561,3.0,-0.59,1
847720,556,3.34,-0.22,1
847738,399,2.97,-0.22,1
847738,559,2.97,-0.22,1
847738,584,2.97,-0.22,1
847738,624,2.49,-0.7,1
847738,640,2.97,-0.22,1
847738,696,2.97,-0.22,1
847739,467,2.19,0.0,0
847745,229,2.5,-0.49,1
847753,98,0.59,0.0,0
847753,130,0.59,0.0,0
847753,223,0.59,0.0,0
847753,396,0.59,0.0,0
847753,438,0.59,0.0,0
847753,446,0.59,0.0,0
847753,469,0.59,0.0,0
847753,557,0.59,0.0,0
847753,615,0.5,-0.09,1
847753,683,0.5,-0.19,1
847789,16,0.99,-0.3,1
847789,25,0.88,-0.41,1
847789,41,0.99,-0.3,1
847789,46,0.99,-0.3,1
847789,48,0.99,0.0,0
847789,85,1.76,-0.22,1
847789,105,0.88,-0.11,1
847789,128,0.99,0.0,0
847789,131,0.99,0.0,0
847789,134,0.99,0.0,0
847789,146,0.99,0.0,0
847789,153,0.99,0.0,0
847789,157,1.98,0.0,0
847789,188,0.88,-0.41,1
847789,217,0.79,-0.5,1
847789,244,0.99,-0.3,1
847789,272,1.0,-0.29,1
847789,274,1.0,-0.29,1
847789,293,1.0,-0.29,1
847789,360,0.99,-0.3,1
847789,365,0.99,-0.3,1
847789,367,0.99,-0.3,1
847789,414,0.99,-0.3,1
847789,419,0.99,-0.3,1
847789,420,0.99,-0.3,1
847789,426,0.99,-0.3,1
847789,431,0.99,-0.3,1
847789,435,2.38,-0.2,1
847789,437,0.99,-0.3,1
847789,463,1.0,-0.29,1
847789,485,0.99,-0.3,1
847789,507,0.99,-0.3,1
847789,525,0.88,-0.41,1
847789,544,1.19,-0.1,1
847789,583,1.0,-0.29,1
847789,600,1.0,-0.29,1
847789,707,1.0,-0.29,1
847790,319,6.25,-3.01,1
847853,110,1.0,-0.49,1
847853,494,1.25,-0.24,1
847901,59,2.5,-0.88,1
847901,62,1.25,-0.44,1
847901,156,1.25,-0.44,1
847980,81,0.45,0.0,0
847980,285,2.02,0.0,0
847980,341,2.96,0.0,0
847980,351,0.51,0.0,0
847980,482,1.91,0.0,0
847980,581,2.99,0.0,0
847980,710,0.3,0.0,0
847982,93,1.0,-2.98,1
847982,100,1.99,0.0,0
847982,117,1.99,0.0,0
847982,123,1.25,-0.74,1
847982,138,1.0,-0.99,1
847982,157,1.25,-0.74,1
847982,177,1.99,0.0,0
847982,181,1.0,-0.99,1
847982,196,1.99,0.0,0
847982,215,1.0,-0.99,1
847982,230,1.25,-0.74,1
847982,265,1.99,0.0,0
847982,273,1.99,0.0,0
847982,302,0.99,0.0,0
847982,308,1.0,-0.99,1
847982,337,1.0,-0.99,1
847982,339,1.0,-0.99,1
847982,340,1.0,-0.99,1
847982,350,1.99,0.0,0
847982,363,1.0,-0.99,1
847982,376,1.99,0.0,0
847982,399,1.99,0.0,0
847982,420,1.0,-0.99,1
847982,422,1.0,-0.99,1
847982,433,1.99,0.0,0
847982,460,1.0,-0.99,1
847982,568,1.0,-0.99,1
847982,581,0.99,-1.0,1
847982,673,1.5,-0.49,1
847989,74,2.59,0.0,0
847994,183,7.99,0.0,0
847994,676,15.98,-0.4,1
848015,506,0.8,-0.24,1
848022,243,2.5,-0.49,1
848022,280,6.25,-8.7,1
848029,258,5.38,-2.16,1
848050,83,6.77,0.0,0
848071,75,1.49,0.0,0
848071,82,1.49,0.0,0
848071,92,2.98,0.0,0
848071,98,1.49,0.0,0
848071,105,1.49,0.0,0
848071,118,2.98,0.0,0
848071,125,1.49,0.0,0
848071,142,1.49,0.0,0
848071,144,1.49,0.0,0
848071,148,1.49,0.0,0
848071,153,1.49,0.0,0
848071,159,1.49,0.0,0
848071,174,1.49,0.0,0
848071,191,1.49,0.0,0
848071,222,1.49,0.0,0
848071,228,1.49,0.0,0
848071,229,1.49,0.0,0
848071,307,1.49,0.0,0
848071,317,1.49,0.0,0
848071,349,1.49,0.0,0
848071,367,1.49,0.0,0
848071,406,0.0,0.0,0
848071,412,1.49,0.0,0
848071,473,1.49,0.0,0
848071,490,0.99,0.0,0
848071,542,1.49,0.0,0
848071,565,2.98,0.0,0
848071,581,2.98,0.0,0
848071,593,1.49,0.0,0
848071,598,1.49,0.0,0
848071,603,1.49,0.0,0
848071,616,1.49,0.0,0
848071,621,1.49,0.0,0
848071,632,1.49,0.0,0
848071,636,1.49,0.0,0
848071,648,1.49,0.0,0
848071,649,2.98,0.0,0
848071,652,1.49,0.0,0
848071,663,1.49,0.0,0
848071,670,2.0,-0.98,1
848071,671,0.0,0.0,0
848071,683,1.49,0.0,0
848071,698,1.49,0.0,0
848101,72,2.49,0.0,0
848107,565,2.5,-0.99,1
848136,153,0.55,0.0,0
848136,168,0.55,0.0,0
848136,194,0.55,0.0,0
848136,230,0.54,0.0,0
848136,239,0.55,0.0,0
848136,245,0.05,-0.5,1
848136,263,0.54,0.0,0
848136,305,0.54,0.0,0
848136,347,0.6,0.0,0
848136,361,1.2,0.0,0
848136,374,0.59,0.0,0
848136,424,1.18,0.0,0
848136,439,0.59,-0.01,1
848136,446,1.2,0.0,0
848136,459,0.5,-0.1,1
848136,480,0.5,-0.09,1
848136,496,0.5,0.0,0
848136,503,0.5,0.0,0
848136,578,1.0,0.0,0
848136,609,1.0,0.0,0
848136,615,0.5,0.0,0
848136,641,0.5,0.0,0
848136,648,0.5,0.0,0
848136,677,0.5,0.0,0
848136,683,0.92,-0.08,1
848136,690,0.0,-0.5,1
848154,200,1.0,-0.19,1
848154,255,1.0,-0.19,1
848154,284,2.0,-0.38,1
848154,454,1.25,-0.04,1
848154,466,1.25,-0.04,1
848154,496,1.0,-0.29,1
848154,507,1.29,0.0,0
848154,630,1.0,-0.29,1
848154,677,1.0,-0.29,1
848154,691,1.0,-0.29,1
848154,706,1.25,-0.04,1
848168,18,3.99,-1.0,1
848168,409,5.99,0.0,0
848168,632,5.99,0.0,0
848168,664,5.99,0.0,0
848168,704,5.99,0.0,0
848236,632,1.99,0.0,0
848247,59,0.99,-0.4,1
848247,298,0.75,-0.25,1
848247,615,1.0,0.0,0
848268,140,0.89,0.0,0
848268,149,0.89,0.0,0
848268,150,0.89,0.0,0
848268,195,0.6,-0.29,1
848268,233,1.78,0.0,0
848268,332,1.78,0.0,0
848270,244,9.4,-8.0,1
848270,589,7.38,-11.24,1
848270,633,12.75,-4.68,1
848278,408,14.99,0.0,0
848319,32,2.69,0.0,0
848319,37,2.69,0.0,0
848319,100,2.39,-0.3,1
848319,222,2.69,0.0,0
848319,246,7.17,-0.8999999999999999,1
848319,313,2.69,0.0,0
848319,422,1.99,-0.7,1
848319,512,3.98,-1.4,1
848319,529,5.97,-2.1,1
848319,604,1.99,-0.8,1
848319,684,2.79,0.0,0
848322,269,0.5,0.0,0
848329,118,3.3,-1.88,1
848329,129,2.42,-0.17,1
848351,108,3.99,0.0,0
848352,203,4.39,0.0,0
848355,54,0.34,-0.21,1
848355,118,1.0,-0.79,1
848355,179,0.34,-0.26,1
848355,246,0.33,-0.27,1
848355,317,0.33,-0.27,1
848355,367,0.99,-0.8,1
848355,469,1.0,-0.77,1
848355,673,1.0,-1.36,1
848356,189,0.98,0.0,0
848356,193,1.96,0.0,0
848356,211,1.67,-0.78,1
848356,294,2.0,-0.94,1
848356,327,2.94,0.0,0
848412,85,14.29,0.0,0
848444,117,3.99,0.0,0
848471,138,3.29,0.0,0
848471,306,1.31,0.0,0
848471,324,0.87,0.0,0
848471,344,1.3,0.0,0
848471,481,1.89,0.0,0
848471,571,1.19,-0.45,1
848471,583,0.96,0.0,0
848471,604,1.86,0.0,0
848471,610,1.76,0.0,0
848471,648,4.53,0.0,0
848471,656,2.87,0.0,0
848471,697,6.87,0.0,0
848489,337,13.95,0.0,0
848561,62,1.0,-0.38,1
848561,445,1.0,-0.38,1
848561,559,0.69,0.0,0
848561,624,0.5,-0.19,1
848605,124,3.5,0.0,0
848605,299,3.5,0.0,0
848605,313,3.5,0.0,0
848605,445,3.5,0.0,0
848605,662,3.5,0.0,0
848609,160,1.0,-0.78,1
848609,167,0.5,-0.39,1
848609,556,0.5,-0.39,1
848669,572,1.2,-0.38,1
848669,684,1.34,-0.24,1
848681,494,1.19,0.0,0
848684,550,2.99,0.0,0
848684,607,2.99,0.0,0
848725,652,3.99,0.0,0
848733,177,1.19,0.0,0
848733,345,1.19,0.0,0
848733,384,1.19,0.0,0
848733,492,1.19,0.0,0
848752,89,4.0,-0.98,1
848752,135,2.49,0.0,0
848752,198,4.38,-0.6,1
848752,240,2.49,0.0,0
848752,346,2.29,-0.2,1
848761,640,10.0,-1.45,1
848765,433,2.99,-1.0,1
848773,496,5.99,0.0,0
848846,75,1.99,0.0,0
848846,138,2.0,-1.98,1
848846,143,1.0,-0.99,1
848846,257,1.99,0.0,0
848846,273,1.25,-0.74,1
848846,468,1.0,-0.99,1
848846,554,1.0,-0.99,1
848846,555,1.0,-0.99,1
848961,130,3.49,-0.5,1
848970,231,3.58,0.0,0
848970,403,3.38,-0.2,1
848970,437,1.69,-0.1,1
848970,700,3.78,0.0,0
848971,69,0.49,0.0,0
848971,313,0.34,-0.15,1
848971,376,0.34,-0.15,1
848971,419,0.49,0.0,0
848971,472,0.49,0.0,0
848971,527,0.34,-0.15,1
848971,542,0.34,-0.15,1
849003,110,4.0,-1.56,1
849003,230,2.78,0.0,0
849003,252,2.0,-0.69,1
849003,466,2.62,0.0,0
849003,467,2.0,-0.62,1
849003,556,1.5,-1.42,1
849018,197,2.5,-0.29,1
849018,511,2.79,0.0,0
849066,282,7.99,0.0,0
849082,67,5.18,0.0,0
849082,237,1.34,-1.25,1
849082,259,2.59,0.0,0
849082,353,1.67,-0.92,1
849082,672,3.78,-1.4,1
849086,13,1.69,-0.2,1
849098,125,1.0,-0.49,1
849098,127,1.0,-0.49,1
849098,128,1.0,-0.49,1
849098,129,1.0,-0.49,1
849098,142,1.0,-0.49,1
849098,150,1.0,-0.49,1
849098,159,1.0,-0.49,1
849098,166,1.0,-0.49,1
849098,318,1.49,0.0,0
849100,117,2.99,-2.3,1
849100,399,3.49,-2.5,1
849100,423,3.49,-2.5,1
849100,572,3.49,-2.5,1
849100,579,3.49,-2.5,1
849100,711,3.49,-2.1,1
849120,248,8.99,0.0,0
849120,274,0.0,0.0,0
849120,277,5.99,0.0,0
849129,116,5.0,-1.58,1
849129,172,2.5,-0.79,1
849129,262,2.5,-0.79,1
849140,500,3.99,0.0,0
849152,582,2.49,0.0,0
849152,602,2.49,0.0,0
849202,67,7.99,0.0,0
849202,112,7.99,0.0,0
849202,220,8.99,0.0,0
849202,276,7.99,0.0,0
849202,305,8.49,0.0,0
849202,318,8.49,0.0,0
849202,586,8.49,0.0,0
849202,710,9.29,0.0,0
849205,336,2.99,-1.0,1
849205,477,3.49,0.0,0
849205,679,5.98,0.0,0
849205,697,8.97,0.0,0
849250,36,1.79,0.0,0
849250,49,1.79,0.0,0
849250,74,1.79,0.0,0
849250,106,1.79,0.0,0
849250,115,1.79,0.0,0
849250,124,1.79,0.0,0
849250,138,1.79,0.0,0
849250,149,1.79,0.0,0
849250,156,1.79,0.0,0
849250,164,1.79,0.0,0
849250,174,1.79,0.0,0
849250,185,1.5,-0.29,1
849250,193,1.5,-0.29,1
849250,202,1.5,-0.29,1
849250,211,1.79,0.0,0
849250,222,1.79,0.0,0
849250,229,1.79,0.0,0
849250,248,1.79,0.0,0
849250,264,1.79,0.0,0
849250,308,1.79,0.0,0
849250,316,1.79,0.0,0
849250,323,1.79,0.0,0
849250,351,1.79,0.0,0
849250,405,1.99,0.0,0
849250,414,1.99,0.0,0
849250,439,1.79,0.0,0
849250,453,1.79,0.0,0
849250,463,1.79,0.0,0
849250,471,1.79,0.0,0
849250,482,1.79,0.0,0
849250,500,1.79,0.0,0
849250,575,1.79,0.0,0
849250,594,1.79,0.0,0
849250,620,1.79,0.0,0
849257,239,1.5,-0.59,1
849257,277,2.0,-0.59,1
849257,458,4.38,-0.8,1
849257,562,2.0,-0.59,1
849264,195,2.0,-0.2,1
849264,214,0.5,-0.05,1
849264,256,0.5,-0.05,1
849264,351,0.52,0.0,0
849264,409,0.52,0.0,0
849264,565,1.04,0.0,0
849264,575,0.52,0.0,0
849264,635,0.52,0.0,0
849288,265,0.68,0.0,0
849288,284,0.68,0.0,0
849297,379,6.98,0.0,0
849297,652,2.99,0.0,0
849315,15,0.79,0.0,0
849315,131,0.5,-0.29,1
849315,313,0.5,-0.29,1
849315,409,0.6,-0.19,1
849315,438,0.79,0.0,0
849315,449,1.58,0.0,0
849315,655,1.0,-0.58,1
849315,659,0.6,-0.19,1
849315,691,0.6,-0.19,1
849318,217,1.29,0.0,0
849319,284,2.39,0.0,0
849362,563,3.59,0.0,0
849466,108,2.29,0.0,0
849466,319,2.29,0.0,0
849469,256,10.59,0.0,0
849470,439,1.5,-0.39,1
849505,257,3.44,-3.45,1
849505,353,3.89,-2.6,1
849505,703,3.99,-2.5,1
849505,704,3.99,-2.5,1
849520,67,1.99,0.0,0
849520,242,3.0,-0.98,1
849520,269,9.0,-2.94,1
849520,608,1.5,-0.49,1
849544,103,18.9,0.0,0
849544,148,9.45,0.0,0
849544,159,9.45,0.0,0
849544,165,9.45,0.0,0
849544,195,9.45,0.0,0
849544,250,9.45,0.0,0
849544,536,9.45,0.0,0
849544,598,9.45,0.0,0
849544,610,9.45,0.0,0
849578,158,2.5,-0.89,1
849578,628,3.29,-0.2,1
849578,687,3.49,0.0,0
849589,273,1.39,0.0,0
849629,567,1.29,0.0,0
849688,279,0.42,0.0,0
849694,347,8.78,0.0,0
849697,390,2.99,-0.5,1
849697,437,2.99,-0.5,1
849701,203,3.16,-1.2,1
849701,268,0.8,-0.29,1
849701,392,2.4,-0.87,1
849756,225,0.0,-1.67,1
849756,234,1.67,-1.67,1
849756,600,1.0,-0.67,1
849809,53,1.79,0.0,0
849809,218,1.79,0.0,0
849843,13,0.99,-0.3,1
849843,39,0.89,-0.4,1
849843,42,0.99,-0.3,1
849843,47,1.98,-0.6,1
849843,59,0.88,-0.11,1
849843,69,1.76,-0.22,1
849843,74,1.98,0.0,0
849843,88,1.76,-0.22,1
849843,98,0.99,0.0,0
849843,108,1.8,-0.18,1
849843,112,0.99,0.0,0
849843,118,0.88,-0.11,1
849843,121,0.88,-0.11,1
849843,123,0.88,-0.11,1
849843,124,1.76,-0.22,1
849843,126,1.98,0.0,0
849843,132,0.99,0.0,0
849843,133,0.99,0.0,0
849843,140,0.99,0.0,0
849843,141,1.98,0.0,0
849843,146,0.99,0.0,0
849843,153,0.99,0.0,0
849843,157,0.99,0.0,0
849843,161,1.29,0.0,0
849843,168,0.88,-0.41,1
849843,171,0.88,-0.41,1
849843,173,0.88,-0.41,1
849843,175,0.99,-0.3,1
849843,177,1.98,-0.6,1
849843,181,0.99,-0.3,1
849843,187,0.99,-0.3,1
849843,189,0.88,-0.41,1
849843,195,0.79,-0.5,1
849843,203,0.99,-0.3,1
849843,229,0.99,-0.3,1
849843,231,0.88,-0.41,1
849843,236,0.88,-0.41,1
849843,239,0.99,-0.3,1
849843,242,0.99,-0.3,1
849843,251,0.88,-0.41,1
849843,255,0.88,-0.41,1
849843,258,1.98,-0.6,1
849843,263,0.99,-0.3,1
849843,264,0.99,-0.3,1
849843,268,1.29,0.0,0
849843,284,1.0,-0.29,1
849843,288,1.0,-0.29,1
849843,325,0.88,-0.41,1
849843,332,0.99,-0.3,1
849843,348,0.99,-0.3,1
849843,349,0.88,-0.41,1
849843,350,0.88,-0.41,1
849843,354,0.88,-0.41,1
849843,363,0.99,-0.3,1
849843,392,0.88,-0.41,1
849843,434,1.19,-0.1,1
849843,444,0.88,-0.41,1
849843,462,2.0,-0.58,1
849843,466,1.0,-0.29,1
849843,475,0.99,-0.3,1
849843,481,0.99,-0.3,1
849843,491,0.88,-0.41,1
849843,492,0.88,-0.41,1
849843,493,0.88,-0.41,1
849843,494,0.88,-0.41,1
849843,495,1.76,-0.82,1
849843,502,0.99,-0.3,1
849843,505,0.99,-0.3,1
849843,510,1.98,-0.6,1
849843,511,2.9699999999999998,-0.8999999999999999,1
849843,516,0.99,-0.3,1
849843,521,0.99,-0.3,1
849843,525,1.76,-0.82,1
849843,542,0.99,-0.3,1
849843,544,0.99,-0.3,1
849843,551,0.99,-0.3,1
849843,558,1.0,-0.29,1
849843,562,1.0,-0.29,1
849843,567,2.0,-0.58,1
849843,571,1.0,-0.29,1
849843,579,1.0,-0.29,1
849843,580,1.0,-0.29,1
849843,582,1.0,-0.29,1
849843,593,0.88,-0.41,1
849843,595,1.0,-0.29,1
849843,600,1.0,-0.29,1
849843,608,2.0,-0.58,1
849843,623,1.0,-0.29,1
849843,630,0.88,-0.41,1
849843,635,0.88,-0.41,1
849843,648,0.88,-0.41,1
849843,656,1.0,-0.29,1
849843,663,0.88,-0.41,1
849843,664,1.0,-0.29,1
849843,669,1.0,-0.29,1
849843,670,2.0,-0.58,1
849843,674,1.0,-0.29,1
849843,677,1.0,-0.29,1
849843,685,1.0,-0.29,1
849843,691,2.0,-0.58,1
849843,706,1.0,-0.29,1
849843,707,1.0,-0.29,1
849886,94,2.99,0.0,0
849901,148,3.18,0.0,0
849931,136,1.57,-0.12,1
849931,331,1.69,0.0,0
849931,396,1.52,-0.17,1
849931,457,1.52,-0.17,1
849931,476,1.69,0.0,0
849931,498,1.54,-0.15,1
850004,346,2.99,0.0,0
850025,693,1.99,0.0,0
850044,49,1.98,0.0,0
850044,51,0.99,0.0,0
850044,85,0.66,-0.33,1
850044,91,0.99,0.0,0
850044,130,0.99,0.0,0
850044,239,0.99,0.0,0
850044,262,0.99,0.0,0
850044,269,0.99,0.0,0
850044,364,0.99,0.0,0
850044,538,0.99,0.0,0
850044,556,0.99,0.0,0
850044,559,0.99,0.0,0
850044,593,0.99,0.0,0
850058,58,1.47,-0.12,1
850058,187,3.0,-1.77,1
850058,365,1.59,0.0,0
850072,109,1.99,0.0,0
850072,303,1.99,0.0,0
850072,338,1.99,0.0,0
850072,510,1.99,0.0,0
850102,117,5.99,-2.0,1
850102,142,4.99,-3.0,1
850102,198,7.99,0.0,0
850102,257,7.99,0.0,0
850102,430,7.99,0.0,0
850114,428,14.99,0.0,0
850115,257,2.2,-1.09,1
850133,49,3.0,-0.98,1
850133,77,1.5,-0.49,1
850133,138,1.99,0.0,0
850133,186,2.0,-1.98,1
850133,312,1.0,-1.19,1
850133,335,1.0,-1.19,1
850133,392,1.0,-1.19,1
850133,521,4.0,-2.57,1
850133,600,1.5,-0.69,1
850133,648,1.5,-0.69,1
850133,673,2.19,0.0,0
850134,452,13.98,0.0,0
850157,198,1.0,-0.38,1
850157,257,0.5,-0.19,1
850157,412,0.69,0.0,0
850157,511,1.38,0.0,0
850187,29,2.59,0.0,0
850240,223,2.5,-0.49,1
850240,687,2.5,-0.49,1
850281,406,1.0,-0.39,1
850281,500,1.25,-0.14,1
850391,57,7.99,0.0,0
850391,130,7.99,0.0,0
850441,518,2.99,0.0,0
850450,91,2.49,0.0,0
850454,606,1.89,0.0,0
850454,610,1.89,0.0,0
850454,638,1.89,0.0,0
850525,12,0.89,0.0,0
850525,625,0.76,-0.19,1
850529,237,1.09,0.0,0
850530,364,1.99,0.0,0
850533,25,2.38,-0.6,1
850559,384,0.89,0.0,0
850562,111,2.0,-0.89,1
850562,158,2.89,0.0,0
850562,229,2.44,0.0,0
850562,289,1.55,-0.89,1
850562,314,4.0,-1.78,1
850562,344,2.0,-0.89,1
850562,374,2.0,-0.89,1
850562,525,2.0,-0.89,1
850562,648,2.0,-0.89,1
850562,649,4.0,-1.78,1
850564,163,2.89,0.0,0
850564,187,2.43,-0.49,1
850564,258,4.76,-0.95,1
850564,339,2.37,-0.47,1
850564,434,2.67,-0.25,1
850564,443,2.69,-0.25,1
850573,275,4.74,0.0,0
850578,549,16.99,0.0,0
850601,107,3.99,-0.9,1
850601,187,3.99,-0.9,1
850601,257,3.99,-0.9,1
850601,287,3.99,-0.9,1
850601,327,3.99,-0.9,1
